id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date
3223,9,"90,000",peryear,"Las Vegas, NV, US",Senior Architect,,6-10 People,,,,,,31-40,61-65,Male,No,,,,Aug '13
3222,7,"98,000",peryear,"New York, NY, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,11-15,31-35,Male,Licensed,UG:Washington University in St. Louis,Grad:University of Michigan,,Aug '13
3219,8,"61,000",peryear,"Saint Louis, MO, US",Project Manager,Other,2-5 People,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Male,No,UG:Illinois Institute of Technology (IIT),,,Aug '13
3218,8,"130,000",peryear,"South Pasadena, CA, US",Senior Designer,Boutique,6-10 People,,Paid Overtime,,"1,000",Freelance,26-30,51-55,Male,No,,,,Aug '13
3217,9,"190,000",peryear,"Los Angeles, CA, US",Principal,Boutique,2-5 People,,No Overtime,30.0,,Full-time,16-20,41-45,Male,Licensed,UG:Stanford University,Grad:Harvard University,,Aug '13
3215,6,"55,000",peryear,"New York, NY, US",Project Manager,Other,501 + People,Yes,,15.0,,Full-time,3,31-35,Female,No,UG:Smith College,Grad:Pratt Institute,,Aug '13
3213,8,"80,000",peryear,"New York, NY, US",Associate,Starchitect,201-500 People,Yes,Unpaid Overtime,28.0,"6,000",Full-time,8-10,41-45,Male,Licensed,,,,Aug '13
3211,3,19,perhour,"Philadelphia, PA, US",Junior Architect,Corporate,6-10 People,Yes,Unpaid Overtime,,,Full-time,1,21-25,Male,No,,,,Aug '13
3209,5,"76,000",peryear,"San Francisco, CA, US",Intermediate Architect,Boutique,51-100 People,Yes,No Overtime,14.0,"2,500",Full-time,8-10,31-35,Male,No,,,,Aug '13
3208,1,"85,000",peryear,"New York, NY, US",Project Manager,Corporate,501 + People,Yes,Unpaid Overtime,22.0,,Full-time,8-10,36-40,Male,Licensed,,Grad:Columbia University,,Aug '13
3207,6,"47,250",peryear,"Saint Louis, MO, US",Project Architect,Corporate,11-15 People,Yes,No Overtime,10.0,,Full-time,8-10,31-35,Male,Licensed,UG:Southern Illinois University Carbondale,Grad:University of Illinois at Urbana-Champaign,,Aug '13
3206,10,"40,000",peryear,"New York, NY, US",Visualization Artist,Boutique,2-5 People,,No Overtime,,,Full-time,2,26-30,Male,No,,Grad:Columbia University,,Aug '13
3205,8,10,perhour,"Denver, CO, US",Intern,Boutique,2-5 People,,No Overtime,,,Part-time,< 1,21-25,Male,No,UG:University of Colorado at Boulder,,,Aug '13
3204,8,"37,230",peryear,"Manasquan, NJ, US",Draftsperson,,2-5 People,,,,,Full-time,3-5,26-30,Female,No,,,,Aug '13
3203,8,"83,600",peryear,"Philadelphia, PA, US",Project Manager,Corporate,51-100 People,Yes,Unpaid Overtime,20.0,,Full-time,11-15,31-35,Female,Licensed,,,,Aug '13
3202,7,"42,000",peryear,"New York, NY, US",Junior Architect,Boutique,51-100 People,Yes,Unpaid Overtime,,,Full-time,< 1,21-25,Male,No,UG:The University of Texas at Austin,,,Aug '13
3201,8,"40,000",peryear,"Saint Louis, MO, US",Intern,Corporate,51-100 People,Yes,Paid Overtime,15.0,,Full-time,3,26-30,Gender: Other,No,UG:University of Illinois at Urbana-Champaign,,,Aug '13
3200,7,29,perhour,"Saint Louis, MO, US",Project Architect,Corporate,501 + People,Yes,Paid Overtime,,,Full-time,8-10,31-35,Female,Licensed,UG:Miami University,Grad:Washington University in St. Louis,,Aug '13
3199,4,"62,000",peryear,"Washington, DC, US",Junior Architect,Corporate,501 + People,Yes,Unpaid Overtime,,"3,000",Full-time,6-7,26-30,Female,No,,,,Aug '13
3197,8,"79,000",peryear,"Los Angeles, CA, US",Project Manager,Boutique,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,No,,,,Aug '13
3196,7,"63,000",peryear,"Chicago, IL, US",Project Architect,Corporate,501 + People,Yes,Paid Overtime,14.0,"5,000",Full-time,8-10,31-35,Male,Licensed,UG:University of Iowa,Grad:University of Illinois at Chicago,,Aug '13
3195,7,"30,000",peryear,"Santa Barbara, CA, US",Designer,Boutique,16-30 People,,Unpaid Overtime,10.0,,Full-time,1,26-30,Male,No,,Grad:University of Cincinnati,,Aug '13
3194,5,"30,000",peryear,"New Orleans, LA, US",Intern,,2-5 People,,,,,,1,21-25,Female,No,,,,Aug '13
3193,6,"70,000",peryear,"Boonton, NJ, US",Senior Architect,Boutique,16-30 People,,Paid Overtime,,,Freelance,26-30,51-55,Female,Licensed,UG:New Jersey Institute of Technology (NJIT),,,Aug '13
3192,5,"82,000",peryear,"New York, NY, US",Project Architect,Corporate,101-200 People,,Paid Overtime,,,Full-time,26-30,56-60,Male,No,,,,Aug '13
3191,10,15,perhour,"Petaluma, CA, US",Intern,,6-10 People,,No Overtime,,,Full-time,< 1,31-35,Female,No,,,,Aug '13
3190,4,"37,400",peryear,"Saint Cloud, MN, US",Junior Architect,,6-10 People,Yes,No Overtime,15.0,"1,000",Full-time,8-10,31-35,Gender: Other,Licensed,,,,Aug '13
3189,7,"47,100",peryear,"Boston, MA, US",Junior Architect,Corporate,101-200 People,Yes,Paid Overtime,10.0,,Full-time,3-5,31-35,Female,No,UG:Roger Williams University,,,Aug '13
3186,5,"64,896",peryear,"Boston, MA, US",Project Manager,Corporate,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Female,Licensed,UG:Syracuse University,Grad:Boston University,,Aug '13
3185,8,"62,500",peryear,"Jersey City, NJ, US",Senior Designer,Boutique,6-10 People,,Paid Overtime,5.0,,Full-time,6-7,31-35,Male,No,,,,Aug '13
3183,5,32,perhour,"San Francisco, CA, US",Junior Designer,Individual,6-10 People,,,,,Freelance,3,36-40,Female,No,,,,Aug '13
3182,6,"77,000",peryear,"New York, NY, US",Project Manager,Other,16-30 People,Yes,Unpaid Overtime,10.0,"5,000",Full-time,21-25,51-55,Male,Licensed,,Grad:Drexel University,,Aug '13
3181,2,"37,000",peryear,"Memphis, TN, US",CAD Manager,,6-10 People,Yes,No Overtime,14.0,,Full-time,3-5,31-35,Female,No,,,,Aug '13
3180,7,15,perhour,"Omaha, NE, US",Intern,Corporate,51-100 People,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,UG:The University of Kansas,Grad:The University of Kansas,,Aug '13
3179,10,17,perhour,"San Francisco, CA, US",Intern,Corporate,201-500 People,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,,,,Aug '13
3178,10,"150,000",peryear,"New York, NY, US",Project Architect,Boutique,11-15 People,Yes,Paid Overtime,14.0,"2,000",Full-time,8-10,31-35,Male,Licensed,UG:The University of Kansas,Grad:University of Pennsylvania,,Aug '13
3177,7,"45,000",peryear,"New York, NY, US",Junior Architect,Other,6-10 People,,Unpaid Overtime,10.0,"1,000",Full-time,2,21-25,Male,No,UG:Pratt Institute,,,Aug '13
3176,10,"40,000",peryear,"New York, NY, US",Junior Designer,Starchitect,51-100 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,,,,Aug '13
3175,5,"42,500",peryear,"New York, NY, US",Junior Architect,,11-15 People,Yes,,14.0,,,2,26-30,Male,No,,Grad:The University of Texas at Austin,,Aug '13
3174,7,"40,000",peryear,"Boston, MA, US",Designer,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,500,Full-time,1,26-30,Female,No,,Grad:Syracuse University,,Aug '13
3173,8,"37,000",peryear,"Duluth, MN, US",Intern,,16-30 People,Yes,Unpaid Overtime,18.0,"1,000",Full-time,2,21-25,Female,No,,,,Aug '13
3172,8,"37,000",peryear,"Duluth, GA, US",Intern,,16-30 People,Yes,Unpaid Overtime,18.0,"1,000",Full-time,2,21-25,Female,No,,,,Aug '13
3171,6,"63,648",peryear,"San Francisco, CA, US",Junior Designer,Corporate,501 + People,Yes,Paid Overtime,15.0,,Full-time,3-5,26-30,Female,No,"UG:California Polytechnic State University, San Luis Obispo",,,Aug '13
3170,6,"50,000",peryear,"New York, NY, US",Interior Architect,,16-30 People,Yes,Unpaid Overtime,10.0,,Full-time,3,31-35,Female,No,,,,Aug '13
3169,7,27,perhour,"Palo Alto, CA, US",Designer,Boutique,16-30 People,Yes,Paid Overtime,10.0,"2,000",Full-time,3-5,26-30,Female,Licensed,"UG:California Polytechnic State University, San Luis Obispo",,,Aug '13
3168,8,"52,000",peryear,"Kansas City, MO, US",Designer,Corporate,501 + People,Yes,Paid Overtime,15.0,"5,000",Full-time,1,31-35,Female,No,UG:Hampton University,,,Aug '13
3167,8,"75,000",peryear,"Chicago, IL, US",Associate,Other,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Licensed,,,,Aug '13
3166,3,"39,000",peryear,"Miami, FL, US",Associate,,6-10 People,,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,No,,,,Aug '13
3165,6,25,perhour,"New York, NY, US",Project Manager,Boutique,2-5 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,UG:Parsons The New School for Design,,,Aug '13
3164,1,"40,000",peryear,"Washington, DC, US",Junior Architect,Individual,6-10 People,,Unpaid Overtime,10.0,,Full-time,1,21-25,Female,No,UG:Yale University,,,Aug '13
3163,5,"80,000",peryear,"New York, NY, US",Project Architect,Individual,2-5 People,,Unpaid Overtime,10.0,"2,000",Full-time,11-15,36-40,Female,Licensed,,,,Aug '13
3162,6,"63,000",peryear,"New York, NY, US",Project Manager,Boutique,6-10 People,Yes,No Overtime,10.0,"1,500",Full-time,6-7,31-35,Female,No,,,,Aug '13
3161,9,"55,000",peryear,"Latham, NY, US",Intermediate Designer,Corporate,2-5 People,Yes,Unpaid Overtime,10.0,"3,000",Full-time,8-10,31-35,Female,Licensed,UG:University of Miami,,,Aug '13
3160,8,"275,000",peryear,"Los Angeles, CA, US",Principal,Boutique,6-10 People,Yes,Unpaid Overtime,15.0,"50,000",Full-time,11-15,31-35,Male,Licensed,,Grad:University of Southern California (USC),,Aug '13
3158,4,"60,000",peryear,"Denver, CO, US",Designer,Corporate,101-200 People,Yes,Paid Overtime,21.0,"3,000",Full-time,16-20,36-40,Male,No,,,,Aug '13
3157,9,"80,000",peryear,"Colorado Springs, CO, US",Owner,Boutique,2-5 People,Yes,Unpaid Overtime,15.0,,Full-time,16-20,36-40,Male,Licensed,UG:University of Colorado at Boulder,Grad:University of Oregon in Portland,,Aug '13
3154,5,15,perhour,"New York, NY, US",Intern,Corporate,16-30 People,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,UG:The University of Texas at Austin,,,Aug '13
3152,8,10,perhour,"New York, NY, US",Student Intern,Boutique,11-15 People,,Unpaid Overtime,,,Full-time,< 1,21-25,Female,No,UG:The University of Texas at Austin,,,Aug '13
3151,5,"68,500",peryear,"Atlanta, GA, US",Project Manager,Other,11-15 People,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Male,Licensed,UG:University of North Carolina at Charlotte,,PhD:University of North Carolina at Charlotte,Aug '13
3150,7,"65,000",peryear,"Seattle, WA, US",Intermediate Architect,,31-50 People,Yes,Unpaid Overtime,15.0,,Full-time,6-7,36-40,Male,Licensed,,,,Aug '13
3149,9,"40,000",peryear,"New York, NY, US",Junior Designer,Boutique,16-30 People,Yes,Unpaid Overtime,,,Full-time,< 1,21-25,Female,No,UG:The University of Texas at Austin,,,Aug '13
3148,8,"30,500",peryear,"Austin, TX, US",Junior Architect,Boutique,2-5 People,Yes,No Overtime,10.0,,Full-time,< 1,21-25,Female,No,UG:The University of Texas at Austin,,,Aug '13
3147,5,"63,000",peryear,"Dallas, TX, US",Project Manager,Boutique,51-100 People,Yes,Unpaid Overtime,15.0,"7,000",Full-time,11-15,31-35,Male,No,,,,Aug '13
3146,10,"90,000",peryear,"Dana Point, CA, US",Principal,Boutique,1 People,,Unpaid Overtime,,,Freelance,21-25,41-45,Male,Licensed,,,,Aug '13
3144,6,"20,000",peryear,"New Orleans, LA, US",Intermediate Architect,,2-5 People,,,,,,3,21-25,Female,No,,,,Aug '13
3142,7,"43,000",peryear,"Aspen, CO, US",Junior Architect,Boutique,16-30 People,Yes,Unpaid Overtime,5.0,"1,000",Full-time,3,26-30,Female,No,,,,Aug '13
3141,5,"70,000",peryear,"Baltimore, MD, US",Associate,Corporate,51-100 People,Yes,No Overtime,12.0,,Full-time,11-15,31-35,Male,Licensed,,,,Aug '13
3140,6,"69,000",peryear,"Syracuse, NY, US",Project Architect,,31-50 People,Yes,,,,,21-25,46-50,Male,Licensed,,,,Aug '13
3138,7,"54,500",peryear,"New York, NY, US",Project Architect,,101-200 People,Yes,,,"1,000",,3-5,31-35,Male,No,,,,Aug '13
3137,7,20,perhour,"Los Angeles, CA, US",Junior Designer,Other,2-5 People,,No Overtime,,,Freelance,3,56-60,Female,No,UG:Northwest College,Grad:UCLA Extension,,Aug '13
3135,7,"79,000",peryear,"Milpitas, CA, US",Project Architect,Other,201-500 People,,Unpaid Overtime,10.0,"1,500",Full-time,11-15,36-40,Male,Licensed,UG:Wentworth Institute of Technology,,,Aug '13
3133,7,"88,000",peryear,"Newport Beach, CA, US",Technical Architect,,16-30 People,Yes,Unpaid Overtime,14.0,,Full-time,16-20,36-40,Male,No,,,,Aug '13
3130,4,"50,000",peryear,"Norwalk, CT, US",Intermediate Architect,Other,6-10 People,,,,"2,000",Full-time,3-5,26-30,Male,No,UG:New York Institute of Technology (NYIT),,,Aug '13
3129,7,18,perhour,"Brooklyn, NY, US",Digital Fabricator,Boutique,16-30 People,,No Overtime,,,Freelance,2,26-30,Female,No,UG:The University of Texas at Arlington,Grad:The University of Texas at Arlington,,Aug '13
3128,9,"60,000",peryear,"Seattle, WA, US",Project Manager,Boutique,11-15 People,Yes,No Overtime,20.0,"3,000",Full-time,8-10,31-35,Female,No,,,,Aug '13
3126,7,18,perhour,"Eugene, OR, US",Job Captain,Individual,11-15 People,,Paid Overtime,6.0,500,Full-time,1,21-25,Male,No,UG:University of Oregon,,,Aug '13
3125,6,"59,000",peryear,"Seattle, WA, US",Associate,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"3,000",Full-time,6-7,26-30,Female,No,UG:University of Washington,,,Aug '13
3124,7,"62,300",peryear,"Wisconsin, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,6-7,31-35,Male,Licensed,,,,Aug '13
3123,8,20,perhour,"Charlotte, NC, US",Intern,Other,6-10 People,Yes,Paid Overtime,10.0,750,Full-time,1,21-25,Female,No,UG:North Carolina State University,,,Aug '13
3122,7,"53,000",peryear,"San Diego, CA, US",Job Captain,Individual,31-50 People,Yes,Paid Overtime,15.0,1,Full-time,8-10,31-35,Female,No,,,,Aug '13
3121,9,26,perhour,"Los Angeles, CA, US",Project Manager,Boutique,2-5 People,,Paid Overtime,,,Full-time,6-7,31-35,Female,No,UG:The Ohio State University,Grad:Pratt Institute,,Aug '13
3120,8,"40,000",peryear,"Horsham, PA, US",Associate,Corporate,51-100 People,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Male,No,UG:Temple University,,,Aug '13
3119,8,"32,000",peryear,"Los Angeles, CA, US",Junior Designer,Starchitect,2-5 People,Yes,Unpaid Overtime,10.0,"1,500",Full-time,1,26-30,Female,No,"UG:California State Polytechnic University, Pomona",,,Aug '13
3117,10,"70,000",peryear,"Los Angeles, CA, US",Junior Architect,Corporate,31-50 People,Yes,Paid Overtime,14.0,,Full-time,2,26-30,Male,No,,,,Aug '13
3116,5,"58,000",peryear,"Boston, MA, US",Job Captain,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,6-7,31-35,Female,Licensed,UG:Southern Illinois University Carbondale,,,Jul '13
3115,10,"58,500",peryear,"Chicago, IL, US",Engineer,Other,16-30 People,,No Overtime,,,Full-time,2,26-30,Female,No,,Grad:University of Illinois at Urbana-Champaign,,Jul '13
3114,7,17,perhour,"Phoenix, AZ, US",Project Architect,Boutique,2-5 People,,No Overtime,,,Freelance,6-7,26-30,Male,No,UG:Arizona State University,Grad:Arizona State University,,Jul '13
3113,6,30,perhour,"Boston, MA, US",Job Captain,Boutique,2-5 People,Yes,No Overtime,16.0,"1,500",Full-time,6-7,31-35,Male,Licensed,,,,Jul '13
3112,5,"45,000",peryear,"Los Angeles, CA, US",Designer,Corporate,501 + People,Yes,,14.0,"1,000",,1,26-30,Female,No,UG:University of Florida,Grad:Yale University,,Jul '13
3111,7,"49,000",peryear,"Denver, CO, US",Job Captain,Other,31-50 People,Yes,Unpaid Overtime,14.0,,Full-time,6-7,36-40,Male,No,UG:Colorado State University,Grad:University of Colorado at Denver,,Jul '13
3110,8,"52,000",peryear,"Chicago, IL, US",Project Manager,Corporate,11-15 People,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Male,No,,,,Jul '13
3109,8,"52,800",peryear,"Little Rock, AR, US",Project Manager,Individual,2-5 People,Yes,Unpaid Overtime,10.0,"1,000",Full-time,8-10,31-35,Male,No,UG:Savannah College of Art and Design,,,Jul '13
3108,5,16,perhour,"Boston, MA, US",Designer,Individual,2-5 People,,No Overtime,,,Full-time,2,21-25,Female,No,UG:Northeastern University,,,Jul '13
3107,5,"87,000",peryear,"Los Angeles, CA, US",Project Manager,Corporate,31-50 People,Yes,Unpaid Overtime,10.0,,Full-time,26-30,51-55,Male,Licensed,UG:Southern California Institute of Architecture (SCI-Arc),Grad:UCLA Extension,,Jul '13
3106,6,"44,000",peryear,"Menasha, WI, US",Draftsperson,Other,16-30 People,Yes,No Overtime,8.0,600,Full-time,3-5,21-25,Male,No,UG:University of Wisconsin-Milwaukee,,,Jul '13
3105,7,"41,000",peryear,"Appleton, WI, US",Designer,Other,16-30 People,Yes,No Overtime,8.0,"1,000",Full-time,3-5,21-25,Male,No,UG:University of Wisconsin-Milwaukee,,,Jul '13
3104,7,"43,000",peryear,"Appleton, WI, US",Draftsperson,Other,16-30 People,Yes,No Overtime,8.0,"1,500",Full-time,3-5,21-25,Female,No,UG:University of Wisconsin-Milwaukee,,,Jul '13
3103,10,"49,000",peryear,"Appleton, WI, US",Designer,Other,16-30 People,Yes,No Overtime,7.0,"3,000",Full-time,3,26-30,Male,No,UG:University of Wisconsin-Milwaukee,,,Jul '13
3102,8,"53,000",peryear,"New York, NY, US",Interior Architect,Corporate,31-50 People,Yes,No Overtime,15.0,"1,200",Full-time,6-7,26-30,Female,No,,,,Jul '13
3101,7,"64,000",peryear,"Chicago, IL, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,"3,000",Full-time,11-15,31-35,Male,Licensed,,,,Jul '13
3099,8,"45,000",peryear,"New Jersey, US",Junior Designer,Corporate,31-50 People,Yes,Paid Overtime,14.0,"2,000",Full-time,6-7,26-30,Male,Licensed,,,,Jul '13
3097,8,"58,000",peryear,"Georgia, US",Project Manager,Other,6-10 People,Yes,No Overtime,23.0,700,Full-time,6-7,36-40,Male,No,UG:Valdosta State University,Grad:Florida A&M University,,Jul '13
3096,10,"125,000",peryear,"Los Angeles, CA, US",Interior Architect,Boutique,11-15 People,Yes,,,"16,000",Full-time,16-20,41-45,Male,No,,,,Jul '13
3095,7,13,perhour,"Portland, ME, US",Designer,Boutique,2-5 People,,,,,Part-time,1,21-25,Female,No,UG:Savannah College of Art and Design,,,Jul '13
3094,6,"68,000",peryear,"Detroit, MI, US",Technical Architect,Other,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,3,31-35,Male,No,,Grad:University of Michigan,,Jul '13
3093,7,"75,000",peryear,"San Francisco, CA, US",Project Architect,Corporate,31-50 People,,Paid Overtime,10.0,,Full-time,6-7,26-30,Male,Licensed,UG:Southern California Institute of Architecture (SCI-Arc),Grad:University of Pennsylvania,,Jul '13
3092,8,"130,000",peryear,"Santa Fe, NM, US",Senior Architect,Boutique,11-15 People,,Unpaid Overtime,10.0,"2,000",Full-time,11-15,36-40,Male,Licensed,UG:Cornell University,Grad:Harvard University,,Jul '13
3091,7,15,perhour,"New York, NY, US",Student Intern,Corporate,6-10 People,,No Overtime,20.0,,Full-time,1,26-30,Male,No,UG:Haverford College,Grad:New York University (NYU),,Jul '13
3090,7,"42,000",peryear,"New York, NY, US",Junior Architect,Other,6-10 People,Yes,No Overtime,,500,Full-time,1,26-30,Male,No,,,,Jul '13
3088,4,"80,000",peryear,"Maryland, US",Senior Architect,Boutique,31-50 People,,Unpaid Overtime,10.0,,Full-time,21-25,51-55,Male,Licensed,,,,Jul '13
3087,9,"47,000",peryear,"Raleigh, NC, US",Interior Architect,Corporate,201-500 People,Yes,Paid Overtime,80.0,,Full-time,3-5,26-30,Male,No,UG:Mississippi State University,,,Jul '13
3085,8,"110,000",peryear,"White Plains, NY, US",Senior Architect,Other,51-100 People,Yes,Unpaid Overtime,30.0,"2,000",Full-time,31-40,56-60,Male,Licensed,"UG:California State Polytechnic University, Pomona",,,Jul '13
3079,9,100,perhour,"San Francisco, CA, US",Principal,Boutique,1 People,,Unpaid Overtime,,,Part-time,16-20,36-40,Female,No,"UG:University of California, Berkeley",,,Jul '13
3078,10,"52,000",peryear,"Houston, TX, US",Associate,,101-200 People,Yes,Unpaid Overtime,15.0,"7,000",Full-time,3-5,26-30,Female,No,,,,Jul '13
3077,2,"35,000",peryear,"New York, NY, US",Junior Architect,Individual,11-15 People,Yes,No Overtime,5.0,200,Full-time,3-5,36-40,Female,No,,Grad:New Jersey Institute of Technology (NJIT),,Jul '13
3075,7,"57,000",peryear,"New York, NY, US",Junior Architect,Starchitect,51-100 People,Yes,Unpaid Overtime,10.0,"1,000",Full-time,3,26-30,Male,No,,,,Jul '13
3074,1,"45,000",peryear,"Denver, CO, US",Intern,Corporate,501 + People,Yes,,21.0,,,6-7,31-35,Male,No,UG:Kansas State University,,,Jul '13
3073,7,"112,000",peryear,"Los Angeles, CA, US",Project Architect,Corporate,51-100 People,Yes,Unpaid Overtime,20.0,"4,000",Full-time,8-10,31-35,Male,No,UG:Massachusetts Institute of Technology (MIT),Grad:Harvard University,,Jul '13
3072,5,"53,000",peryear,"Tucson, AZ, US",Project Architect,Other,6-10 People,Yes,Unpaid Overtime,,,Full-time,11-15,31-35,Male,Licensed,,,,Jul '13
3071,8,"73,000",peryear,"Florida, US",Project Manager,Boutique,11-15 People,Yes,Unpaid Overtime,12.0,"1,000",Full-time,16-20,51-55,Male,No,,,,Jul '13
3070,5,"57,000",peryear,"San Francisco, CA, US",Project Architect,Starchitect,16-30 People,Yes,Unpaid Overtime,20.0,,Full-time,6-7,31-35,Male,Licensed,,,,Jul '13
3068,8,41,perhour,"Fort Worth, TX, US",Project Architect,Other,2-5 People,,Paid Overtime,,,Full-time,6-7,31-35,Male,Licensed,UG:The University of Texas at Arlington,Grad:The University of Texas at Arlington,,Jul '13
3067,4,"112,000",peryear,"New York, NY, US",Senior Designer,Boutique,16-30 People,,Unpaid Overtime,10.0,"15,000",Full-time,11-15,36-40,Male,No,,,,Jul '13
3066,2,"48,000",peryear,"Philadelphia, PA, US",Interior Designer,,11-15 People,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,,,,Jul '13
3065,3,25,perhour,"Los Angeles, CA, US",Designer,,51-100 People,Yes,Paid Overtime,10.0,750,Full-time,2,36-40,Female,No,,,,Jul '13
3063,8,"65,000",peryear,"Los Angeles, CA, US",Designer,Boutique,16-30 People,Yes,Unpaid Overtime,21.0,,Full-time,6-7,36-40,Female,No,,,,Jul '13
3062,8,"70,000",peryear,"New York, US",Senior Architect,Other,16-30 People,Yes,Paid Overtime,12.0,,Full-time,8-10,31-35,Male,Licensed,,Grad:University of Pennsylvania,,Jul '13
3058,6,"90,000",peryear,"Chicago, IL, US",Project Manager,,501 + People,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,31-35,Male,No,,,,Jul '13
3057,6,"68,000",peryear,"Cambridge, MA, US",Landscape Architect,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,"4,000",Full-time,8-10,36-40,Male,Licensed,,Grad:University of Massachusetts Amherst,,Jul '13
3056,9,"67,000",peryear,"Seattle, WA, US",Landscape Architect,Other,31-50 People,Yes,Unpaid Overtime,14.0,"2,000",Full-time,8-10,31-35,Female,Licensed,UG:University of Washington,,,Jul '13
3055,10,13,perhour,"Miami, FL, US",Intern,,31-50 People,,,,,,< 1,21-25,Male,No,,,,Jul '13
3054,6,12,perhour,"New York, NY, US",Intern,Corporate,16-30 People,,No Overtime,,,Full-time,< 1,21-25,Female,No,UG:Pratt Institute,,,Jul '13
3053,7,32,perhour,"Seattle, WA, US",Project Manager,Other,31-50 People,Yes,Paid Overtime,12.0,,Full-time,6-7,31-35,Male,No,,,,Jul '13
3052,5,"45,000",peryear,"Albuquerque, NM, US",Project Manager,Boutique,2-5 People,,Paid Overtime,10.0,,Full-time,11-15,41-45,Male,No,UG:The University of New Mexico,Grad:The University of New Mexico,,Jul '13
3050,5,"75,000",peryear,"Baltimore, MD, US",Project Architect,Boutique,101-200 People,Yes,,,"2,500",Full-time,11-15,41-45,Female,Licensed,,,,Jul '13
3048,6,"95,000",peryear,"Chicago, IL, US",Senior Designer,Boutique,31-50 People,Yes,No Overtime,20.0,"10,000",Full-time,21-25,56-60,Male,No,,,,Jul '13
3047,8,"80,000",peryear,"New York, NY, US",Engineer,,51-100 People,Yes,,,,,6-7,26-30,Male,Licensed,,,,Jul '13
3046,6,"57,000",peryear,"New York, NY, US",Graphic Designer,Corporate,31-50 People,Yes,No Overtime,10.0,,Full-time,6-7,26-30,Male,No,UG:New Jersey Institute of Technology (NJIT),,,Jul '13
3045,7,"50,000",peryear,"San Diego, CA, US",Designer,Boutique,16-30 People,Yes,Paid Overtime,10.0,,,3-5,26-30,Male,No,"UG:California Polytechnic State University, San Luis Obispo",,,Jul '13
3044,9,"63,500",peryear,"Oklahoma City, OK, US",Project Manager,Corporate,16-30 People,Yes,Unpaid Overtime,15.0,"3,500",Full-time,8-10,26-30,Male,No,UG:The University of Oklahoma,,,Jul '13
3043,3,"42,000",peryear,"Minnesota, US",Project Architect,Individual,1 People,,,,,Freelance,11-15,36-40,Male,Licensed,,,,Jul '13
3042,7,"47,000",peryear,"Portland, OR, US",Intern,Corporate,31-50 People,Yes,Unpaid Overtime,12.0,"5,000",Full-time,1,26-30,Male,No,UG:Rollins College,Grad:University of Oregon in Portland,,Jul '13
3039,8,"60,000",peryear,"New York, NY, US",Intermediate Designer,Boutique,6-10 People,Yes,No Overtime,10.0,"6,000",Full-time,6-7,26-30,Male,No,,,,Jul '13
3038,7,"82,000",peryear,"Connecticut, US",Project Manager,Individual,6-10 People,,No Overtime,,"5,000",Freelance,11-15,41-45,Male,Licensed,UG:Pratt Institute,,,Jul '13
3037,8,"93,000",peryear,"Chicago, IL, US",Senior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,16-20,56-60,Male,Licensed,UG:The Evergreen State College,Grad:The University of Texas at Austin,,Jul '13
3036,6,"75,000",peryear,"New Orleans, LA, US",Project Manager,Other,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,46-50,Male,No,UG:The Ohio State University,Grad:The Ohio State University,,Jul '13
3035,5,"65,000",peryear,"New York, NY, US",Junior Architect,,201-500 People,,,,,,3,26-30,Male,No,,,,Jul '13
3034,1,0,peryear,"Pittsburgh, PA, US",Intern,Other,1 People,,,,,Freelance,6-7,31-35,Female,No,,,,Jul '13
3033,7,"46,000",peryear,"Los Angeles, CA, US",Designer,Boutique,11-15 People,,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Male,No,UG:Southern California Institute of Architecture (SCI-Arc),,,Jul '13
